"FullPath","Ext","SizeBytes","LastModified","Created","First120","DeltaMin"
"C:\job\Diced_10.0.4511\S1\Recipes\R2\Waferinfo.ini",".ini","408","2026-03-03 19:02","2026-03-15 14:32","[Robot] Rotation=90 SideUp=1 [General] key_minarea=0 hd_cmm=False hd_alignment=True hd_scan=True hd_robot=False hd_verif","-17009"
"C:\job\Diced_10.0.4511\S1\Recipes\R2\WaferMapRecipe.ini",".ini","882","2026-03-03 13:36","2026-03-15 14:32","[GENERAL] SettingsPolicy=0 FiducialBin=-1 MappingCorner=0 [Input_Update] Enable=0 FileMask= ImportDirectory= UpdateDirec","-17336"
"C:\job\Diced_10.0.4511\S1\Recipes\R2\WaferToRefWafer.ini",".ini","171","2026-03-03 14:10","2026-03-15 14:32","[WaferToRefWafer] RW_2_SW_X=          0.9998939183         0.0125343120   -215069.5718615983 RW_2_SW_Y=         -0.01282","-17302"
"C:\job\Diced_10.0.4511\S1\Recipes\R2\zones.ini",".ini","264","2026-03-03 13:50","2026-03-15 14:32","[General] Version=11 [ALGName] 255=PostProcess 0=Scan Area [ALG] 255=PostProcess 0=Surface [BinCodes] 255=-1 0=-1 [Color","-17322"
"C:\job\Diced_10.0.4511\S1\Recipes\R2\zones.txt",".txt","170","2026-03-03 13:50","2026-03-15 14:32","ScaleX =    1.0000000000; ScaleY =    1.0000000000   RefID       X        Y  Zone Count      Shape Data       1   2058.0","-17322"
"C:\job\Diced_10.0.4511\S1\Recipes\R2\ZoomLevels.ini",".ini","354","2026-03-03 13:43","2026-03-15 14:32","[ZOOM_LEVELS] LEVEL_1=1 SaveCompressed=0 LEVEL_2=1 LEVEL_4=1 LEVEL_8=1 LEVEL_16=1 LEVEL_32=1 [LEVEL_1] SizeX=4116 SizeY=","-17329"
"C:\job\Diced_10.0.4511\S1\Recipes\R2\.dc_cache\TransactionsHistory.ini",".ini","462","2026-03-03 18:43","2026-03-15 14:32","[DeprecatedInV0] Namespace.RuntimeEntities.RecipePartsCollection_Runtime|RecipePartsCollection|CleanReferenceParams=1 Na","-17029"
"C:\job\Diced_10.0.4511\S1\Recipes\R2\FocusMapping\DieReferenceLocation.json",".json","4","2026-03-03 18:43","2026-03-15 14:32","null","-17029"
"C:\job\Diced_10.0.4511\S1\Recipes\R2\FocusMapping\FocusMapping.ini",".ini","2537","2026-03-03 18:44","2026-03-15 14:32","[Mode] AutoFocusRange=100 CreateSurfaceScore=Good MinMatchModelScore=Good DurationOfOneSite=3 NumOfDiceToScan=15 Resolut","-17028"
"C:\job\Diced_10.0.4511\S1\Recipes\R2\OpticLightMetadata\config.ini",".ini","292","2026-03-03 19:02","2026-03-15 14:32","[General] NominalDelta=0.000000000 Exist=0 targetPos_X=0.000000000 targetPos_Y=0.000000000 minY=0.000000000 minX=0.00000","-17009"
"C:\job\Diced_10.0.4511\S1\Recipes\R2\ReferenceBackup\ZoomLevels.ini",".ini","354","2026-03-03 13:43","2026-03-15 14:32","[ZOOM_LEVELS] LEVEL_1=1 SaveCompressed=0 LEVEL_2=1 LEVEL_4=1 LEVEL_8=1 LEVEL_16=1 LEVEL_32=1 [LEVEL_1] SizeX=4116 SizeY=","-17329"
"C:\job\Diced_10.0.4511\S1\Recipes\R2\SW_QA-5\OpticsPreset.ini",".ini","109","2026-03-03 12:49","2026-03-15 14:32","[RobotSetup] Name=PD_8_106448_ARC.cfg [Chuck] CenterX=158684.0625 CenterY=138935.140625 CenterZ=-377.3 ","-17383"
"C:\job\Diced_10.0.4511\S1\Recipes\R2\TrainData\Die.ini",".ini","1080","2026-03-03 13:43","2026-03-15 14:32","[DIE] PixelSize_X=0.857650914714166 PixelSize_Y=0.857650914714166 FrameSizeX=1280 FrameSizeY=1280 Step_X=3708 Step_Y=169","-17329"
"C:\job\Diced_10.0.4511\S1\Recipes\R2\TrainData\DieRefToTrain.txt",".txt","206","2026-03-03 13:42","2026-03-15 14:32","[DieRefToTrainImage] DR_2_TI_X=1 0 1114.36704139293 DR_2_TI_Y=0 1 1120.96597481518 DR_2_TI_Theta=0.0000000 DR_2_TI_Gamma","-17329"
"C:\job\Diced_10.0.4511\S1\Recipes\R2\TrainData\FrameToChuck.ini",".ini","160","2026-03-03 13:41","2026-03-15 14:32","[FrameToChuck] F2C_X=          0.8576508809         0.0002406744      -549.0505954039 F2C_Y=         -0.0002406744      ","-17331"
"C:\job\Diced_10.0.4511\S1\Recipes\R2\TrainData\DieImage\DieImageToTable.ini",".ini","253","2026-03-03 13:42","2026-03-15 14:32","[DieImageToTable] I2T_X=0.857636017024815 0.00505507782893001 -2571.21898480672 I2T_Y=-0.00505507782893001 0.85763601702","-17330"
"C:\job\Diced_10.0.4511\S1\Recipes\R2\TrainData\DieImage\ZoomLevels.ini",".ini","360","2026-03-03 13:41","2026-03-15 14:32","[ZOOM_LEVELS] LEVEL_1=1 SaveCompressed=0 LEVEL_2=0 LEVEL_4=0 LEVEL_8=0 LEVEL_16=0 LEVEL_32=0 LEVEL_64=0 [LEVEL_1] SizeX=","-17331"
"C:\job\Diced_10.0.4511\S1\Recipes\R2\WaferAlignData\Alignment_PatFindRtp.txt",".txt","742","2026-03-03 17:43","2026-03-15 14:32"," [17:43:24 03/03/26] Minimum Score           :  85    Minimum Start        :  90    Reduce Delta         :  10 Minimum T","-17089"
"C:\job\Diced_10.0.4511\S1\Recipes\R2\WaferAlignData\Alignment_PatRes.txt",".txt","1301","2026-03-03 17:43","2026-03-15 14:32"," [17:43:24 03/03/26] ==========================================================================================  #    Co","-17089"
"C:\job\Diced_10.0.4511\S1\Recipes\R2\WaferAlignData\Alignment_Stat.txt",".txt","1410","2026-03-03 17:43","2026-03-15 14:32","  [17:43:24 03/03/26] ==================================================================================================","-17089"
"C:\job\Diced_10.0.4511\S1\Recipes\R2\WaferAlignData\AlignmentData.ini",".ini","32","2026-03-03 17:43","2026-03-15 14:32","[General] AlignmentTime=11732 ","-17089"
"C:\job\Diced_10.0.4511\S1\Recipes\R2\WaferAlignData\AlignmentStatisticsTime.txt",".txt","168","2026-03-03 17:43","2026-03-15 14:32","Alignment Statistics Grabbing Counter=8 Total=2768 Average=346.000000 Moving Counter=8 Total=3091 Average=386.375000 Mov","-17089"
"C:\job\Diced_10.0.4511\S1\Recipes\R2\Zones\PostProcess.ini",".ini","2576","2026-03-03 13:51","2026-03-15 14:32","[General] ZoneName=PostProcess ZoneID=255 TypeName=PostProcess AutoTH=0 AutoProbe=0 [Warp Direction Calculation] Enable=","-17321"
"C:\job\Diced_10.0.4511\S1\Recipes\R2\Zones\Scan Area.ini",".ini","5706","2026-03-03 13:51","2026-03-15 14:32","[General] ZoneName=Scan Area ZoneID=63 TypeName=Surface AutoTH=0 AutoProbe=0 [Surface] Enable=1 AlgorithmName=Surface Cl","-17321"
"C:\job\MPW_From_cad\MetaData.ini",".ini","45","2026-03-25 22:37","2026-05-17 11:11","[General] JobStructureVersion=0.3 JobTag= ","-75634"
"C:\job\MPW_From_cad\.audit\manifest.json",".json","406","2026-05-17 11:11","2026-05-17 11:11","{   ""jobName"": ""MPW_From_cad"",   ""auditDbVersion"": ""1"",   ""created"": {     ""machine"": ""AMITA1"",     ""at"": ""2026-05-17T08","1"
"C:\job\MPW_From_cad\300mm\DefectsClustering.ini",".ini","236","2026-04-13 16:22","2026-05-17 11:11","[General] Enabled=0 ClusteringAfterMerge=0 Distance=0 SelectedFirstSortingList=Priority SelectedSecondSortingList=Area S","-48649"
"C:\job\MPW_From_cad\300mm\DieAlignment.dat_block.ini",".ini","6942","2026-04-13 16:29","2026-05-17 11:11","[General] IsMultiIndex=0 DieCount=81 [Die_0] Row=0 Col=0 PosX=0.000 PosY=0.000 SizeX=1244.000 SizeY=1244.000 [Die_1] Row","-48642"
"C:\job\MPW_From_cad\300mm\MetaData.ini",".ini","32","2026-04-13 16:12","2026-05-17 11:11","[General] LastActiveRecipe=x5 ","-48659"
"C:\job\MPW_From_cad\300mm\MultiRecipe.ini",".ini","128","2026-04-13 16:12","2026-05-17 11:11","[Scan] recipe_1=0,x5,,,,, MergingThreadCount=0 doSeparateRecipe=0 DoGrabAfterMerge=0 Recipes=0, [General] Version=1.0.0 ","-48659"
"C:\job\MPW_From_cad\300mm\ProductionInfo.ini",".ini","61","2026-04-13 16:27","2026-05-17 11:11","[SECSGEM] UserData= PredefinedLotId=0 PredefinedWaferId= ","-48643"
"C:\job\MPW_From_cad\300mm\Recipes\x5\Alignment.ini",".ini","53","2026-04-13 16:28","2026-05-17 11:11","[WAFER ALIGNMENT] CoarseAlignDone=1 Rotate  w2t=0 ","-48643"
"C:\job\MPW_From_cad\300mm\Recipes\x5\AlignmentData.ini",".ini","849","2026-04-13 16:23","2026-05-17 11:11","[General] MinScore=85 MinTargetScore=0 PreprocessTargetImage=1 AlignPointsNum=8 IsAffineEnabled=1 ForceToGMF=0 [Point_0]","-48648"
"C:\job\MPW_From_cad\300mm\Recipes\x5\AlignRTP.ini",".ini","2946","2026-04-13 16:28","2026-05-17 11:11","[DIE Alignment] Die__MinModelSize=32 Die__MinScore=85 Die__ExtraScanLength_um=0.000000 Die__ExtraScanLength_X_um=0.00000","-48643"
"C:\job\MPW_From_cad\300mm\Recipes\x5\AQL.ini",".ini","512","2026-04-13 16:24","2026-05-17 11:11","[General] ckWaferAql2=0 optRandom-1=False optRandom-0=False ckWaferAql=0 fpRandomDice=1.0 fpWaferYield-2=1.0 txSlotListD","-48646"
"C:\job\MPW_From_cad\300mm\Recipes\x5\CleanReferenceFinalParams.ini",".ini","1106","2026-04-13 16:17","2026-05-17 11:11","[General] Version=2 [CleanRefParams] SizeX=2048 SizeY=2048 minCriteria=-2 maxCriteria=-1 minCreateMul=2 maxCreateMul=2 m","-48654"
"C:\job\MPW_From_cad\300mm\Recipes\x5\CreateReference3dOptions.ini",".ini","415","2026-04-13 16:12","2026-05-17 11:11","[General] Version=0 Debug=0 [Registration] ReferenceRegBy=4 BigBlockRowsNumber=1000 YPartitionsNumber=3 MaxErrorPix=3 PS","-48659"
"C:\job\MPW_From_cad\300mm\Recipes\x5\DefaultWafer2Table.ini",".ini","1131","2026-04-13 16:15","2026-05-17 11:11","[WAFER ALIGNMENT] Wafer2Table_X=          0.9999917780        -0.0004987559   -170133.2365710408 Wafer2Table_Y=         ","-48656"
"C:\job\MPW_From_cad\300mm\Recipes\x5\DiceInstances.xml",".xml","30001","2026-04-13 16:12","2026-05-17 11:11","<?xml version=""1.0""?> <DiceInstancesInBlock xmlns:xsd=""http://www.w3.org/2001/XMLSchema"" xmlns:xsi=""http://www.w3.org/20","-48659"
"C:\job\MPW_From_cad\300mm\Recipes\x5\ExternalCoordSystems.ini",".ini","33","2026-04-13 16:12","2026-05-17 11:11","[ExternalCoordSystems] Count=0 ","-48659"
"C:\job\MPW_From_cad\300mm\Recipes\x5\GlobalRTP.ini",".ini","3205","2026-04-13 16:22","2026-05-17 11:11","[GLOBAL_RTP] LSL_Height=100.000000 USL_Height=140.000000 NominalHeight=120.000000 BumpType=1 CCS_Step=3.000000 CCS_Step_","-48649"
"C:\job\MPW_From_cad\300mm\Recipes\x5\OpticPreset.ini",".ini","795","2026-04-13 16:12","2026-05-17 11:11","[IllumConversion] Executed=0 [General] Signature=1 [Scan2d] Id=70f7be11-9f6b-4536-9166-7b0b7d99e63c FocusPosAboveChuck=7","-48658"
"C:\job\MPW_From_cad\300mm\Recipes\x5\OpticToVCamStorage.json",".json","360","2026-04-13 16:29","2026-05-17 11:11","[   {     ""OpticId"": ""70f7be11-9f6b-4536-9166-7b0b7d99e63c"",     ""Scenario"": ""Scan"",     ""IsAutoFocus"": false,     ""Stor","-48642"
"C:\job\MPW_From_cad\300mm\Recipes\x5\ProductInfo.ini",".ini","5618","2026-04-13 16:29","2026-05-17 11:11","[GENERAL] ExportFlatPos=0 Mag=5.000000 InkDotMag=-1.000000 TNERegistrationScanMag=1.000000 CleanRefX=128.000000 CleanRef","-48641"
"C:\job\MPW_From_cad\300mm\Recipes\x5\Recipe.ini",".ini","4934","2026-04-13 16:12","2026-05-17 11:11","[AutoCycle] AutoFocusEvery=1 ; None CleanReferenceEvery=1 ; None UnloadToAnotherCassette=0 ; Move wafers from Loadport A","-48659"
"C:\job\MPW_From_cad\300mm\Recipes\x5\ReferencesInfo.json",".json","240","2026-04-13 16:17","2026-05-17 11:11","{   ""UseCleanReferenceFolder"": false,   ""PeformCleanOnPizza"": false,   ""ExcludeReferenceFromJob"": false,   ""RecipeID"": ""","-48653"
"C:\job\MPW_From_cad\300mm\Recipes\x5\RTP.txt",".txt","5537","2026-04-13 16:22","2026-05-17 11:11","[PostProcess]   ; Zone name Alg = Warp_Direction_Calculation Inner_Radius_[Microns] = 1 ;  ( Radius of the inner circle,","-48649"
"C:\job\MPW_From_cad\300mm\Recipes\x5\ScanOverlapLog.txt",".txt","450","2026-04-13 16:28","2026-05-17 11:11","Scan 2d Overlap [px], [um]; Pixel size = 1.689, 1.69 Minimum             :    32,   32,   54,   54 Detection           :","-48643"
"C:\job\MPW_From_cad\300mm\Recipes\x5\ScenariosMetadatas.ini",".ini","261","2026-04-13 16:16","2026-05-17 11:11","[General] Version=1 [Scan2d] Id=5988b94c-ada9-d5e7-d0ad-e402bcf6321d OpticsId=70f7be11-9f6b-4536-9166-7b0b7d99e63c Refer","-48655"
"C:\job\MPW_From_cad\300mm\Recipes\x5\UniqueArea.ini",".ini","20","2026-04-13 16:12","2026-05-17 11:11","[General] Count=0 ","-48659"
"C:\job\MPW_From_cad\300mm\Recipes\x5\Wafer2Table.ini",".ini","1131","2026-04-13 16:28","2026-05-17 11:11","[WAFER ALIGNMENT] Wafer2Table_X=          0.9999913901        -0.0003975197   -170184.0618754514 Wafer2Table_Y=         ","-48643"
"C:\job\MPW_From_cad\300mm\Recipes\x5\WaferDataReadSettings.xml",".xml","195","2026-04-13 16:12","2026-05-17 11:11","<?xml version=""1.0""?> <WaferDataReadSettings xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xmlns:xsd=""http://www","-48659"
"C:\job\MPW_From_cad\300mm\Recipes\x5\Waferinfo.ini",".ini","670","2026-04-13 16:27","2026-05-17 11:11","[Robot] Rotation=0 SideUp=1 [General] key_minarea=0 hd_cmm=False hd_alignment=True hd_scan=True hd_robot=True hd_verific","-48643"
"C:\job\MPW_From_cad\300mm\Recipes\x5\WaferMapRecipe.ini",".ini","865","2026-04-13 16:12","2026-05-17 11:11","[GENERAL] SettingsPolicy=0 FiducialBin=-1 [Input_Update] Enable=0 FileMask= ImportDirectory= UpdateDirectory= AutoMatchE","-48659"
"C:\job\MPW_From_cad\300mm\Recipes\x5\Zones.ini",".ini","262","2026-04-13 16:21","2026-05-17 11:11","[ALGName] 255=PostProcess 0=ScanArea [ALG] 255=PostProcess 0=Surface [BinCodes] 255=-1 0=-1 [Color Name] 255=#FFFFFF 0= ","-48649"
"C:\job\MPW_From_cad\300mm\Recipes\x5\ZoomLevels.ini",".ini","361","2026-04-13 16:13","2026-05-17 11:11","[DIE] Step_X=11193.3573 Step_Y=11193.3573 [ZOOM_LEVELS] LEVEL_1=1 LEVEL_2=1 LEVEL_4=1 LEVEL_8=1 LEVEL_16=1 SaveCompresse","-48658"
"C:\job\MPW_From_cad\300mm\Recipes\x5\.dc_cache\TransactionsHistory.ini",".ini","120","2026-04-13 16:15","2026-05-17 11:11","[DeprecatedInV0] Namespace.RuntimeEntities.RecipePartsCollection_Runtime|RecipePartsCollection|CleanReferenceParams=1 ","-48656"
"C:\job\MPW_From_cad\300mm\Recipes\x5\Die_1\DieMapRegPos.txt",".txt","110","2026-04-13 16:12","2026-05-17 11:11","ScaleX =    1.0000000000; ScaleY =    1.0000000000   RefID       X        Y  Zone Count      Shape Data ","-48659"
"C:\job\MPW_From_cad\300mm\Recipes\x5\Die_1\DieRegPos.txt",".txt","110","2026-04-13 16:12","2026-05-17 11:11","ScaleX =    1.0000000000; ScaleY =    1.0000000000   RefID       X        Y  Zone Count      Shape Data ","-48659"
"C:\job\MPW_From_cad\300mm\Recipes\x5\Die_1\DieRegPosInCad.txt",".txt","0","2026-04-13 16:12","2026-05-17 11:11","","-48659"
"C:\job\MPW_From_cad\300mm\Recipes\x5\Die_1\Zones.ini",".ini","23","2026-04-13 16:21","2026-05-17 11:11","[General] Version=11 ","-48650"
"C:\job\MPW_From_cad\300mm\Recipes\x5\Die_1\zones.txt",".txt","170","2026-04-13 16:21","2026-05-17 11:11","ScaleX =    1.0000000000; ScaleY =    1.0000000000   RefID       X        Y  Zone Count      Shape Data       1    621.5","-48650"
"C:\job\MPW_From_cad\300mm\Recipes\x5\Die_1\zonesInCad.txt",".txt","0","2026-04-13 16:12","2026-05-17 11:11","","-48659"
"C:\job\MPW_From_cad\300mm\Recipes\x5\Die_1\ZoomLevels.ini",".ini","123","2026-04-13 16:13","2026-05-17 11:11","[ZOOM_LEVELS] LEVEL_1=1 SaveCompressed=0 LEVEL_2=1 [LEVEL_1] SizeX=1243 SizeY=1243 [LEVEL_2] SizeX=621 SizeY=621 ","-48658"
"C:\job\MPW_From_cad\300mm\Recipes\x5\Die_1\ReferenceBackup\ZoomLevels.ini",".ini","79","2026-04-13 16:12","2026-05-17 11:11","[ZOOM_LEVELS] LEVEL_1=1 SaveCompressed=0 [LEVEL_1] SizeX=1243 SizeY=1243 ","-48659"
"C:\job\MPW_From_cad\300mm\Recipes\x5\Die_10\DieMapRegPos.txt",".txt","110","2026-04-13 16:12","2026-05-17 11:11","ScaleX =    1.0000000000; ScaleY =    1.0000000000   RefID       X        Y  Zone Count      Shape Data ","-48659"
"C:\job\MPW_From_cad\300mm\Recipes\x5\Die_10\DieRegPos.txt",".txt","110","2026-04-13 16:12","2026-05-17 11:11","ScaleX =    1.0000000000; ScaleY =    1.0000000000   RefID       X        Y  Zone Count      Shape Data ","-48659"
"C:\job\MPW_From_cad\300mm\Recipes\x5\Die_10\DieRegPosInCad.txt",".txt","0","2026-04-13 16:12","2026-05-17 11:11","","-48659"
"C:\job\MPW_From_cad\300mm\Recipes\x5\Die_10\Zones.ini",".ini","23","2026-04-13 16:21","2026-05-17 11:11","[General] Version=11 ","-48650"
"C:\job\MPW_From_cad\300mm\Recipes\x5\Die_10\zones.txt",".txt","170","2026-04-13 16:21","2026-05-17 11:11","ScaleX =    1.0000000000; ScaleY =    1.0000000000   RefID       X        Y  Zone Count      Shape Data       1    621.5","-48650"
"C:\job\MPW_From_cad\300mm\Recipes\x5\Die_10\zonesInCad.txt",".txt","0","2026-04-13 16:12","2026-05-17 11:11","","-48659"
"C:\job\MPW_From_cad\300mm\Recipes\x5\Die_10\ZoomLevels.ini",".ini","123","2026-04-13 16:13","2026-05-17 11:11","[ZOOM_LEVELS] LEVEL_1=1 SaveCompressed=0 LEVEL_2=1 [LEVEL_1] SizeX=1243 SizeY=1243 [LEVEL_2] SizeX=621 SizeY=621 ","-48658"
"C:\job\MPW_From_cad\300mm\Recipes\x5\Die_10\ReferenceBackup\ZoomLevels.ini",".ini","79","2026-04-13 16:12","2026-05-17 11:11","[ZOOM_LEVELS] LEVEL_1=1 SaveCompressed=0 [LEVEL_1] SizeX=1243 SizeY=1243 ","-48659"
"C:\job\MPW_From_cad\300mm\Recipes\x5\Die_11\DieMapRegPos.txt",".txt","110","2026-04-13 16:12","2026-05-17 11:11","ScaleX =    1.0000000000; ScaleY =    1.0000000000   RefID       X        Y  Zone Count      Shape Data ","-48659"
"C:\job\MPW_From_cad\300mm\Recipes\x5\Die_11\DieRegPos.txt",".txt","110","2026-04-13 16:12","2026-05-17 11:11","ScaleX =    1.0000000000; ScaleY =    1.0000000000   RefID       X        Y  Zone Count      Shape Data ","-48659"
"C:\job\MPW_From_cad\300mm\Recipes\x5\Die_11\DieRegPosInCad.txt",".txt","0","2026-04-13 16:12","2026-05-17 11:11","","-48659"
"C:\job\MPW_From_cad\300mm\Recipes\x5\Die_11\Zones.ini",".ini","23","2026-04-13 16:21","2026-05-17 11:11","[General] Version=11 ","-48650"
"C:\job\MPW_From_cad\300mm\Recipes\x5\Die_11\zones.txt",".txt","170","2026-04-13 16:21","2026-05-17 11:11","ScaleX =    1.0000000000; ScaleY =    1.0000000000   RefID       X        Y  Zone Count      Shape Data       1    621.5","-48650"
"C:\job\MPW_From_cad\300mm\Recipes\x5\Die_11\zonesInCad.txt",".txt","0","2026-04-13 16:12","2026-05-17 11:11","","-48659"
"C:\job\MPW_From_cad\300mm\Recipes\x5\Die_11\ZoomLevels.ini",".ini","123","2026-04-13 16:13","2026-05-17 11:11","[ZOOM_LEVELS] LEVEL_1=1 SaveCompressed=0 LEVEL_2=1 [LEVEL_1] SizeX=1243 SizeY=1243 [LEVEL_2] SizeX=621 SizeY=621 ","-48658"
"C:\job\MPW_From_cad\300mm\Recipes\x5\Die_11\ReferenceBackup\ZoomLevels.ini",".ini","79","2026-04-13 16:12","2026-05-17 11:11","[ZOOM_LEVELS] LEVEL_1=1 SaveCompressed=0 [LEVEL_1] SizeX=1243 SizeY=1243 ","-48659"
"C:\job\MPW_From_cad\300mm\Recipes\x5\Die_12\DieMapRegPos.txt",".txt","110","2026-04-13 16:12","2026-05-17 11:11","ScaleX =    1.0000000000; ScaleY =    1.0000000000   RefID       X        Y  Zone Count      Shape Data ","-48659"
"C:\job\MPW_From_cad\300mm\Recipes\x5\Die_12\DieRegPos.txt",".txt","110","2026-04-13 16:12","2026-05-17 11:11","ScaleX =    1.0000000000; ScaleY =    1.0000000000   RefID       X        Y  Zone Count      Shape Data ","-48659"
"C:\job\MPW_From_cad\300mm\Recipes\x5\Die_12\DieRegPosInCad.txt",".txt","0","2026-04-13 16:12","2026-05-17 11:11","","-48659"
"C:\job\MPW_From_cad\300mm\Recipes\x5\Die_12\Zones.ini",".ini","23","2026-04-13 16:21","2026-05-17 11:11","[General] Version=11 ","-48650"
"C:\job\MPW_From_cad\300mm\Recipes\x5\Die_12\zones.txt",".txt","170","2026-04-13 16:21","2026-05-17 11:11","ScaleX =    1.0000000000; ScaleY =    1.0000000000   RefID       X        Y  Zone Count      Shape Data       1    621.5","-48650"
"C:\job\MPW_From_cad\300mm\Recipes\x5\Die_12\zonesInCad.txt",".txt","0","2026-04-13 16:12","2026-05-17 11:11","","-48659"
"C:\job\MPW_From_cad\300mm\Recipes\x5\Die_12\ZoomLevels.ini",".ini","123","2026-04-13 16:13","2026-05-17 11:11","[ZOOM_LEVELS] LEVEL_1=1 SaveCompressed=0 LEVEL_2=1 [LEVEL_1] SizeX=1243 SizeY=1243 [LEVEL_2] SizeX=621 SizeY=621 ","-48658"
"C:\job\MPW_From_cad\300mm\Recipes\x5\Die_12\ReferenceBackup\ZoomLevels.ini",".ini","79","2026-04-13 16:12","2026-05-17 11:11","[ZOOM_LEVELS] LEVEL_1=1 SaveCompressed=0 [LEVEL_1] SizeX=1243 SizeY=1243 ","-48659"
"C:\job\MPW_From_cad\300mm\Recipes\x5\Die_13\DieMapRegPos.txt",".txt","110","2026-04-13 16:12","2026-05-17 11:11","ScaleX =    1.0000000000; ScaleY =    1.0000000000   RefID       X        Y  Zone Count      Shape Data ","-48659"
"C:\job\MPW_From_cad\300mm\Recipes\x5\Die_13\DieRegPos.txt",".txt","110","2026-04-13 16:12","2026-05-17 11:11","ScaleX =    1.0000000000; ScaleY =    1.0000000000   RefID       X        Y  Zone Count      Shape Data ","-48659"
"C:\job\MPW_From_cad\300mm\Recipes\x5\Die_13\DieRegPosInCad.txt",".txt","0","2026-04-13 16:12","2026-05-17 11:11","","-48659"
"C:\job\MPW_From_cad\300mm\Recipes\x5\Die_13\Zones.ini",".ini","23","2026-04-13 16:21","2026-05-17 11:11","[General] Version=11 ","-48650"
"C:\job\MPW_From_cad\300mm\Recipes\x5\Die_13\zones.txt",".txt","170","2026-04-13 16:21","2026-05-17 11:11","ScaleX =    1.0000000000; ScaleY =    1.0000000000   RefID       X        Y  Zone Count      Shape Data       1    621.5","-48650"
"C:\job\MPW_From_cad\300mm\Recipes\x5\Die_13\zonesInCad.txt",".txt","0","2026-04-13 16:12","2026-05-17 11:11","","-48659"
"C:\job\MPW_From_cad\300mm\Recipes\x5\Die_13\ZoomLevels.ini",".ini","123","2026-04-13 16:13","2026-05-17 11:11","[ZOOM_LEVELS] LEVEL_1=1 SaveCompressed=0 LEVEL_2=1 [LEVEL_1] SizeX=1243 SizeY=1243 [LEVEL_2] SizeX=621 SizeY=621 ","-48658"
"C:\job\MPW_From_cad\300mm\Recipes\x5\Die_13\ReferenceBackup\ZoomLevels.ini",".ini","79","2026-04-13 16:12","2026-05-17 11:11","[ZOOM_LEVELS] LEVEL_1=1 SaveCompressed=0 [LEVEL_1] SizeX=1243 SizeY=1243 ","-48659"
"C:\job\MPW_From_cad\300mm\Recipes\x5\Die_14\DieMapRegPos.txt",".txt","110","2026-04-13 16:12","2026-05-17 11:11","ScaleX =    1.0000000000; ScaleY =    1.0000000000   RefID       X        Y  Zone Count      Shape Data ","-48659"
"C:\job\MPW_From_cad\300mm\Recipes\x5\Die_14\DieRegPos.txt",".txt","110","2026-04-13 16:12","2026-05-17 11:11","ScaleX =    1.0000000000; ScaleY =    1.0000000000   RefID       X        Y  Zone Count      Shape Data ","-48659"
"C:\job\MPW_From_cad\300mm\Recipes\x5\Die_14\DieRegPosInCad.txt",".txt","0","2026-04-13 16:12","2026-05-17 11:11","","-48659"
